"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"c678d276-8c87-4a56-81e1-cf10dfa9b118",45,"P","M",10756,26890,"Y","M",8,"C","P","FSS","M","BOM","Y",3463,7,35,"L",10,40,1,"Y"
"efa4eadc-819c-4053-bdf1-740f283c8267",39,"D","F",9667,9667,"N","S",1,"P","M","MAN","M","STG","Y",967,8,56,"M",10,8,1,"N"
"8c661c23-aea3-4e25-9832-545b075f5987",41,"B","M",11961,11961,"Y","O",4,"P","M","THR","M","BQL","N",598,16,46,"H",10,82,1,"N"
"e9dcba02-0173-403a-a67f-766fff4cbd34",27,"H","F",5650,5650,"Y","S",1,"C","P","CON","L","BOM","N",0,29,11,"H",0,83,0,"N"
"6af28a9e-8672-427d-a402-f1cb186aa0bb",38,"B","M",9792,9792,"N","O",3,"P","P","MAN","M","PIB","Y",490,15,52,"H",10,55,1,"N"
"d643620e-a5f3-41e2-b894-fd9687b6ad2a",28,"H","F",4702,9404,"N","M",2,"C","P","IMT","L","ING","N",541,24,24,"H",10,15,1,"N"
"cd412417-4e5d-4659-b029-c69d398cdde0",21,"D","M",5714,5714,"N","O",7,"P","M","THR","L","CMC","N",0,18,30,"H",0,65,0,"N"
"294e4257-e9b6-48ae-9aea-401c6f645b90",57,"M","F",17164,30895,"N","M",3,"P","M","FSS","H","BTS","Y",3948,16,30,"L",10,83,1,"N"
"6051da3b-e34c-431a-b2fa-96a1ac34b8ec",38,"D","M",6041,6041,"N","S",1,"P","M","EGW","L","CTI","N",0,18,54,"H",0,87,0,"N"
"76139ac5-911c-40ad-9dd2-f4719872b0dc",46,"D","M",13623,13623,"Y","S",1,"P","S","THR","M","HSB","Y",2725,2,59,"L",10,100,1,"Y"
"283923f8-5e69-47e2-84d5-c19b60bdec1f",27,"P","M",6694,6694,"N","S",1,"C","P","HAC","L","ING","N",335,13,38,"L",10,54,1,"N"
"c5ad9258-f229-46c3-b70c-472bbe1a0eec",51,"P","M",18820,18820,"Y","S",1,"P","S","IMT","H","WBC","Y",3764,23,33,"L",10,35,1,"Y"
"e64645fb-72ff-46d2-b354-7c284952070c",31,"M","F",6414,12828,"N","O",0,"C","P","CON","L","FLY","N",641,9,1,"H",10,50,1,"N"
"4beae584-a638-4565-a93f-3de876a1c5a9",38,"P","F",7332,7332,"N","S",1,"P","S","HOS","L","VFL","N",367,11,12,"H",10,4,1,"N"
"88e6f47c-1163-42bd-a42d-daf8f567ebba",48,"P","M",18308,45770,"Y","M",5,"P","P","IMT","H","BOM","N",5896,20,58,"L",10,32,1,"Y"
"04e3c3f7-2706-4b35-827a-6351bf013dfb",23,"D","M",18273,32891,"Y","M",4,"C","M","EGW","M","MBL","N",1472,16,25,"M",10,85,1,"N"
"30adf3c5-d7de-40ff-a8c1-90364c65fbaa",20,"B","M",4064,8941,"N","S",4,"C","S","THR","L","CUA","N",327,23,8,"H",10,62,1,"N"
"59343e6a-ae8c-4061-90d0-637a82b8759d",35,"D","M",6190,10523,"N","S",2,"C","S","AFF","L","HAS","N",499,26,46,"H",10,24,1,"N"
"3a5f70e1-586e-4b0a-90c1-488041a05d9b",36,"P","M",9466,9466,"N","S",1,"C","P","TNT","M","VFL","N",473,14,22,"H",10,23,1,"N"
"a0223575-e5f3-435a-97d5-265b5139df9f",28,"B","F",5345,10690,"N","O",1,"C","P","AFF","L","WST","Y",535,10,40,"H",10,47,1,"N"
"9cb2eade-411f-4be2-b524-12cc35d7afce",21,"B","M",5154,10308,"N","M",4,"C","S","RET","L","CUA","Y",829,17,36,"M",10,12,1,"N"
"85323b5f-f4b5-4891-8497-a3e94f777cc0",31,"P","F",6667,6667,"N","S",1,"C","M","RET","L","CSE","Y",333,5,35,"H",10,52,1,"N"
"289632e6-41d6-47bd-88ec-cc179cc48544",34,"P","M",7587,7587,"Y","O",8,"C","S","HOS","L","WBC","N",379,13,26,"L",10,16,1,"N"
"0a76ad90-9759-4525-ba09-1f8b5d3aeeb3",21,"B","M",9859,21690,"N","S",7,"C","P","FSS","M","AMPS","N",0,28,1,"H",0,63,0,"N"
"20f1b543-ceb4-4ca0-a78d-9c848be61d18",38,"M","M",8807,19375,"N","M",4,"C","S","RET","M","MTP","N",708,2,6,"H",10,30,1,"N"
"030944e9-0b08-497b-a4ac-f3bc64c0b87b",54,"D","F",12644,22759,"Y","M",6,"P","M","HOS","H","BWA","Y",2908,22,50,"M",10,98,1,"N"
"6e14fdcd-4eb5-482a-9004-5f1096e11e11",39,"M","M",6511,6511,"N","S",1,"C","P","IMT","L","HSB","N",326,2,52,"H",10,97,1,"N"
"c49884aa-f248-4c75-a952-6b6227b8c8d8",38,"D","F",7743,7743,"N","S",1,"P","P","IMT","L","VFL","N",774,11,28,"H",10,71,1,"N"
"5e3dce99-b1b9-4b8a-9480-7f441902101d",22,"B","F",4895,8322,"N","O",7,"P","M","AFF","L","AMPS","N",245,4,30,"H",10,64,1,"N"
"710c21d2-203f-4ab7-b957-176a769a40e8",20,"P","M",5900,8850,"N","S",4,"P","P","RET","L","BSA","N",475,23,43,"H",10,26,1,"N"
"745d3338-9dd6-4869-aa24-2f5aec275cbd",53,"M","M",10925,10925,"Y","O",1,"P","P","IMT","M","RAMS","Y",0,5,54,"H",0,48,0,"N"
"5dd7939c-8816-489d-bab9-b2ea83a0f2c2",26,"B","F",4658,7919,"N","M",1,"C","S","EDU","L","BQL","N",728,3,60,"H",10,31,5,"N"
"6bf8be83-9a2f-4323-bdb6-2b2dd04e7a69",37,"D","F",9996,9996,"N","S",1,"P","S","THR","M","BWA","Y",500,24,54,"H",10,88,1,"N"
"7322ee0d-a23c-45ac-b5c0-8629f41d5c79",27,"P","F",5739,8609,"N","S",7,"P","P","TNT","L","BSA","N",330,22,45,"H",10,39,1,"N"
"2fb7de7a-e620-40bf-a699-5fe911fb7dc5",24,"D","O",9950,9950,"N","M",0,"C","M","WHT","M","UBS","N",573,18,40,"H",10,95,1,"N"
"f8d4a494-73f3-416c-aabe-b67240f63a06",29,"D","M",5943,5943,"Y","S",1,"C","P","HAC","L","WBC","N",594,2,58,"H",10,34,1,"N"
"271c5083-2d02-4d43-a125-dab4bc9464d4",58,"P","F",7876,17327,"Y","M",3,"C","S","FSS","L","AMPS","Y",1811,12,24,"M",10,26,1,"N"
"60be4108-635d-4e85-8689-91ef65b5c041",60,"H","M",14112,14112,"Y","S",1,"P","S","EDU","M","UBS","Y",2822,12,6,"L",10,2,1,"Y"
"6e5368be-4f70-417f-8ed7-38f04cde2152",48,"P","M",12844,32110,"Y","M",6,"P","S","RET","M","CTI","Y",7356,29,28,"L",10,70,1,"Y"
"482577ad-abc4-4526-9edc-5d06598ab005",50,"D","M",10086,10086,"Y","O",3,"C","P","IMT","M","SUN","Y",2017,7,33,"M",10,14,1,"Y"
"bf26972b-091a-4f69-8a66-8892c03c105e",44,"P","M",19218,19218,"Y","O",2,"C","P","AFF","L","CBA","Y",3844,22,6,"L",50,34,1,"Y"
"d4063cd7-26cd-4dab-ac0b-bbf4eb5d9780",53,"D","M",17718,17718,"Y","O",1,"C","P","EDU","H","BQL","Y",3544,3,7,"L",10,77,1,"Y"
"b937c5e0-b69b-4100-afbc-589543bb4f50",59,"M","M",11158,11158,"Y","S",1,"P","P","EGW","H","CTI","Y",2232,27,36,"L",10,35,1,"Y"
"4b9fb007-4bda-4cda-8128-683867a11fdd",34,"P","M",8336,8336,"N","O",6,"P","S","CON","M","CBA","N",417,22,11,"H",10,65,1,"N"
"6c4c39b3-c0ba-4daf-bb8e-d52a51006f03",56,"D","F",15273,38183,"Y","O",4,"C","M","THR","H","BOM","Y",3055,3,58,"L",10,72,1,"Y"
"30b262d7-7b79-4619-a3b6-5b7ac5163a9e",41,"B","M",18844,18844,"Y","S",1,"C","P","IMT","H","MLC","Y",942,22,31,"H",10,28,1,"N"
"6a473a05-4472-4b09-9386-7c47ea5448b7",24,"M","M",5367,5367,"N","O",7,"C","S","HAC","L","CUA","N",268,5,47,"H",10,7,1,"N"
"ea71b5d6-68bd-4bf7-93d9-b06e6ab35f7c",33,"B","F",9444,9444,"Y","S",1,"C","S","HOS","M","ING","Y",0,10,40,"H",0,13,0,"N"
"19452bf1-bf81-4c9e-917a-9b22ccd383af",43,"D","M",7655,16841,"Y","O",6,"C","M","TNT","L","MBL","N",383,10,11,"H",10,82,1,"N"
"2534f276-f2ca-4cf7-8d27-cdbc4a6a80f4",35,"D","F",7080,15576,"Y","S",3,"C","M","RET","L","BQL","N",407,26,8,"H",10,30,1,"N"
"67f4cb79-28e4-477a-b2a1-fabf4fe9a3c1",31,"H","F",7327,7327,"N","S",1,"C","P","IMT","L","HPL","N",366,4,17,"H",10,95,1,"N"
"b15703fe-b73e-4016-9fcc-2415f11963e7",38,"B","M",6255,12510,"N","M",4,"C","M","HOS","H","BTS","N",1008,5,42,"M",10,63,1,"N"
"87f52398-a5a1-4150-b4f4-87a92f427ba0",60,"M","M",13926,34815,"Y","S",5,"C","S","WHT","M","BSA","N",0,19,57,"H",10,89,0,"N"
"bc27b2b3-6e6d-4436-8930-ea1e11da8cb7",54,"P","M",17851,44628,"Y","M",1,"C","M","AFF","L","FLY","Y",5748,9,24,"L",10,71,1,"Y"
"842e894a-0aa7-48ae-b5f7-47a42f90ceef",20,"M","F",4733,9466,"N","S",4,"P","P","EGW","L","BWA","Y",273,10,24,"H",10,72,1,"N"
"00703e45-557c-4b45-bebe-fe4736955783",26,"B","M",10504,18907,"Y","M",4,"C","S","MAN","M","HAS","Y",845,29,40,"H",10,4,1,"N"
"e4a759cb-6ee4-4a64-978f-539d851c8e07",50,"H","F",17414,43535,"Y","O",6,"P","P","FSS","H","CSP","Y",3483,6,8,"L",10,20,1,"Y"
"5da8ae03-d42f-447c-a6c1-d7209f6d6461",49,"H","F",10266,22585,"Y","M",6,"C","P","EGW","M","AMEX","Y",2361,2,2,"L",10,58,1,"Y"
"15f477bd-c0bc-453a-bc7b-baedf52cb17b",44,"M","F",17832,32098,"N","M",8,"C","M","HAC","H","FMC","N",1026,30,2,"M",10,22,1,"N"
"6f57bb06-c975-4442-9059-afa0c6285ccb",35,"P","M",7348,7348,"N","S",1,"C","P","CON","L","HPL","N",0,4,8,"H",10,51,0,"N"
"7d456dce-9f98-4b6c-a1d9-821a5a3f1a84",26,"B","F",5977,11954,"N","M",2,"P","M","RET","L","IOOF","Y",746,27,4,"H",10,79,1,"N"
"2c8100c8-46c4-4e27-8db5-4197bf60edd7",43,"D","M",15703,28265,"Y","M",6,"C","S","CON","H","CSP","Y",1264,24,39,"M",10,91,1,"N"
"d2054c2e-dc59-4559-881f-a46bca8b01bd",49,"D","M",15804,39510,"Y","M",4,"P","P","CON","M","AMPB","Y",5089,5,15,"L",10,38,1,"Y"
"dc2ce64a-f9c7-41ab-8201-73635a67ad5d",21,"M","F",4806,4806,"Y","S",1,"P","M","HAC","L","BQL","N",0,26,44,"H",0,53,0,"N"
"3e3051ef-cc8e-490d-98d2-21691d61614d",39,"B","M",8505,8505,"N","S",1,"C","S","AFF","M","CUA","N",425,23,9,"H",10,90,1,"N"
"f3ebaa10-14c2-4b4b-85ef-9bd57e842532",22,"M","M",4974,9948,"Y","M",5,"C","M","THR","L","CTI","N",572,7,12,"H",10,12,1,"N"
"06cbde7c-f21a-4d2a-9487-ca1f1ea308f9",48,"D","F",8222,18088,"N","O",6,"C","S","TNT","L","ANZ","N",1644,15,11,"M",10,35,1,"N"
"3d370ef0-d014-483c-9249-51f2ffe96715",24,"M","F",6340,6340,"N","S",1,"P","S","CON","L","CMC","N",317,14,31,"H",10,98,1,"N"
"b2e441e4-c0d6-41b4-b955-142f2238761c",45,"B","M",11676,11676,"Y","O",8,"P","P","EGW","L","HAS","Y",2335,3,1,"L",10,90,1,"Y"
"3e69ce9a-bb3d-48df-af5d-6ce751702a21",45,"M","M",19702,35464,"Y","S",0,"C","M","TNT","H","NAB","Y",0,28,28,"H",50,27,0,"N"
"585b4103-cb68-42d6-97b2-9f1744b14037",44,"P","F",18558,18558,"Y","S",1,"C","S","AFF","H","SUN","Y",928,28,13,"M",10,21,1,"N"
"1f1e499d-265d-4448-a285-f304b68dea81",33,"B","F",8669,8669,"Y","S",1,"C","P","EDU","M","MEB","N",433,4,50,"H",10,16,1,"N"
"f188269b-48ad-4d7f-a0b4-7a5295a86380",57,"D","M",18215,45538,"N","O",3,"P","P","THR","H","MLC","Y",3643,15,23,"L",10,5,1,"Y"
"c61c6e00-6b26-473b-81ad-266659037dba",27,"H","M",5143,5143,"N","S",1,"C","S","IMT","L","MLC","N",514,15,14,"H",10,16,1,"N"
"c54e3492-9fe9-4ceb-a8e2-547afe4e6ee1",57,"B","M",12304,12304,"Y","O",2,"P","P","AFF","M","DBL","Y",2461,17,19,"L",10,12,1,"Y"
"bed60046-d133-4a26-a82b-872bbd29b180",41,"M","F",19914,49785,"Y","O",7,"P","P","THR","H","BBL","Y",0,8,10,"H",10,75,0,"N"
"8f576e62-fe5a-4b5f-b787-969246c324ad",24,"D","M",10000,10000,"N","O",1,"P","S","EGW","M","CMC","N",0,20,11,"H",0,5,0,"N"
"58e033c1-5338-4a28-ae8f-3645a6ac858a",39,"B","M",7058,11999,"N","S",1,"C","P","MAN","L","MLC","N",0,7,35,"H",0,13,0,"N"
"49861709-1093-42e8-99e8-3d20c9445467",31,"D","F",6841,15050,"N","S",6,"C","M","TNT","L","BWA","N",393,4,17,"H",30,49,5,"N"
"cbee4f9a-4e5f-426d-bb86-2919cce17007",22,"B","M",4028,4028,"N","O",0,"P","M","IMT","L","WBC","N",403,23,51,"H",10,21,1,"N"
"5cf0fb13-c687-4814-82d1-7c961c4fe8ba",45,"M","M",13569,13569,"Y","S",1,"C","S","AFF","M","PIB","Y",678,11,55,"H",10,49,1,"N"
"88ec681d-3214-4e0f-949c-8b3d5b374ed9",34,"M","M",8793,8793,"N","S",1,"C","P","THR","M","AMPB","Y",440,27,31,"H",10,37,1,"N"
"b4f4c7fa-9dbf-4f9f-9ceb-ffdd15772e23",21,"B","F",5585,11170,"N","O",5,"C","P","HAC","L","STG","N",559,13,18,"H",10,58,1,"N"
"3b0ab674-2b73-4a45-b2ca-17e510ad5ccb",28,"D","F",5353,11777,"N","O",8,"C","S","EDU","L","AMPS","N",268,11,12,"H",20,7,2,"N"
"e23fa67d-f671-4658-b666-e1914d4bef3a",52,"P","F",17750,44375,"N","O",6,"C","P","EDU","H","BTS","Y",3550,16,29,"L",10,70,1,"Y"
"fbe932a6-382a-437d-800d-b70a7c877738",24,"H","M",5183,10366,"Y","M",5,"P","P","WHT","L","CBU","N",596,17,22,"H",10,49,1,"N"
"b61fc6b7-790a-4733-8483-32d7360a3a77",29,"M","M",5556,5556,"N","O",3,"P","M","THR","M","RAMS","N",556,22,28,"H",10,67,1,"N"
"f11f9741-215f-47a6-80fb-1e929c80817c",25,"D","M",5873,5873,"Y","S",1,"P","P","IMT","L","AMPB","N",587,28,30,"H",10,25,1,"N"
"edaac9bf-d22d-49f6-a9d6-fddfbc9c5503",30,"P","F",7874,19685,"Y","M",4,"P","S","EGW","M","BQL","N",905,24,37,"M",10,100,1,"N"
"f0055a4f-e20a-4039-b097-8c9e3335519e",27,"P","F",5188,10376,"N","M",0,"C","S","IMT","L","CSP","N",597,20,8,"H",10,34,1,"N"
"f7a7bf21-ea25-469f-8648-f4e9996d4c38",59,"P","F",10798,10798,"Y","O",0,"P","S","HOS","M","MLC","Y",2160,4,57,"L",10,51,1,"Y"
"eef24b21-f0da-4838-8a6f-b945d0a5ca68",44,"M","M",10534,26335,"N","M",3,"P","M","HAC","M","STG","Y",2423,20,18,"L",10,43,1,"Y"
"3e4d5688-1971-4381-845b-fe68c5c0b4a6",38,"P","M",8532,8532,"N","O",8,"C","S","EDU","M","HSB","N",427,28,59,"H",10,11,1,"N"
"d5cee55e-84ed-4096-a9dd-f6c934fe3d70",23,"H","F",4490,4490,"N","S",1,"C","S","MAN","L","PIB","N",449,21,12,"H",10,67,1,"N"
"547fe837-e50a-4efe-acec-bc042a06bbe5",44,"M","F",13206,13206,"Y","S",1,"C","M","RET","M","DBL","Y",0,27,23,"H",0,89,0,"N"
"032fe6e7-f9b7-4e08-8b8b-a50237a2b960",49,"D","F",16416,29549,"N","S",7,"C","P","TNT","H","ING","Y",0,4,8,"H",10,52,0,"N"
"b1b694f8-4736-4ef1-ae19-6b4879532e7f",53,"P","M",19067,19067,"Y","O",4,"C","P","TNT","L","AMPB","Y",3813,16,14,"L",10,74,1,"Y"
"9c915a3e-7407-44e1-a87e-d716208e834a",44,"B","M",16961,42403,"Y","M",7,"C","M","TNT","H","BWA","Y",4096,8,14,"L",10,14,1,"Y"
"0544df36-7453-44f8-bc54-abcf3bdf9d9b",53,"D","F",13248,23846,"N","M",3,"P","S","FSS","H","CBU","N",3048,4,40,"L",10,22,1,"N"
"37191ac8-14c9-494e-8cef-f4530b9ca20e",40,"M","F",13951,13951,"Y","S",1,"C","S","THR","M","WST","Y",698,18,12,"H",10,7,1,"N"
"a2b268e4-da7d-441b-8787-35bf02f3c412",52,"B","M",18932,18932,"Y","O",8,"P","M","IMT","H","BBL","Y",2840,18,8,"L",10,81,1,"Y"
"cb86914e-521f-400b-89c1-cc6c53fa1c72",40,"P","F",13142,32855,"Y","M",1,"P","M","CON","M","MEB","Y",1511,7,33,"M",10,89,1,"N"
"433b78f8-bd91-40eb-8199-924450ca9184",53,"M","M",16736,16736,"Y","S",1,"C","M","IMT","H","DBL","Y",3347,22,3,"L",10,1,1,"Y"
"6ac821b0-cd6b-476e-b368-a8e2b6989ab7",59,"P","F",11626,25577,"Y","M",5,"P","P","AFF","M","HAS","Y",2674,28,31,"L",10,5,1,"Y"
"27b950e2-f10e-4645-a17b-8a9843cfd474",54,"H","F",9207,20255,"N","M",6,"P","P","HAC","M","AMEX","Y",2117,30,55,"M",10,4,1,"N"
"087b2050-5cef-45fd-af4a-d7317c1ae202",56,"D","M",19338,19338,"N","S",5,"C","S","THR","H","CBA","Y",0,14,18,"H",10,96,0,"N"
"e69b8b15-fd60-4419-9c63-dc810c22a255",42,"P","M",14146,14146,"N","S",1,"P","M","HOS","H","CMC","Y",2829,24,8,"L",10,54,1,"Y"
"c1dc9584-76a0-48f6-ab4b-c5311fd04866",57,"M","M",15819,15819,"Y","S",1,"C","P","WHT","H","CSE","Y",3164,24,51,"L",10,64,1,"Y"
"9f781433-ff70-4c74-a232-7eff818fca8e",56,"B","F",12250,30625,"Y","M",4,"P","P","RET","M","BSA","N",2114,29,56,"L",10,67,1,"Y"
"ecc2d810-9afa-4809-93ef-032ae5718b23",37,"P","F",8202,20505,"N","S",4,"P","M","HOS","M","CSE","N",0,14,4,"H",10,75,0,"N"
"8388e870-6c4a-4fae-84c3-53ae06e6382c",27,"P","F",4514,9028,"N","O",2,"P","S","THR","L","SUN","N",0,18,3,"H",0,15,0,"N"
"9b0d5c4e-9743-466a-b1c0-87648204636f",25,"B","F",5579,5579,"N","S",1,"P","S","RET","L","CBU","N",558,4,54,"H",10,3,1,"N"
"5a1a0946-c705-4acc-b0df-06c8a72403c7",38,"H","F",8711,8711,"N","S",1,"C","P","THR","M","BBL","N",436,26,21,"H",10,90,1,"N"
"41c4f97f-689e-4d1c-94f3-8d72d1e25305",35,"H","M",8263,18179,"N","S",1,"P","M","HOS","M","MBL","N",0,15,30,"H",0,72,0,"N"
"cff6042a-7c9a-455c-be00-b9779294bff0",27,"M","M",5916,5916,"N","S",1,"C","S","CON","L","BQL","N",592,21,20,"H",50,56,1,"N"
"c98e42e9-0793-440b-b026-289900e77cac",39,"B","M",7798,19495,"N","M",8,"P","S","EDU","L","BSA","N",1256,22,26,"M",10,0,1,"N"
"a556edb7-93d4-4ea9-9eb4-1d5d43309582",34,"B","F",9870,24675,"N","O",0,"P","M","EDU","M","ANZ","N",987,5,8,"M",10,7,1,"N"
"5aef1643-a194-46e5-8791-0e818a4f5d77",24,"B","M",4789,8141,"N","S",4,"P","S","RET","L","CMC","N",385,5,31,"H",10,5,1,"N"
"30abfe1a-21a9-472f-9b84-32671e3a70d5",24,"D","M",9694,21327,"N","S",2,"C","M","FSS","M","AMPB","N",0,24,58,"H",0,74,0,"N"
"6d1358e2-838b-4628-adfe-83702291a301",55,"P","M",11161,11161,"Y","S",1,"C","M","HAC","M","HAS","Y",2232,26,60,"L",10,79,1,"Y"
"14cf15cf-d264-442c-859c-7a9323445550",43,"B","M",5552,12214,"N","O",7,"C","S","RET","L","CSE","N",278,16,49,"H",10,44,1,"N"
"73b8abd0-c1c8-4a33-a9af-52d4f2903d46",53,"P","F",15086,37715,"Y","O",2,"P","M","HOS","H","WBC","Y",3017,30,2,"L",10,43,1,"Y"
"6a4e587b-ca45-49f0-96b0-a2fe6e853edb",21,"H","M",4002,4002,"N","S",1,"P","S","IMT","L","MEB","N",0,7,24,"H",0,16,0,"N"
"46b56412-538c-4857-a874-6995df976dd0",35,"H","M",7941,17470,"N","M",3,"P","S","EDU","L","BWA","N",639,8,52,"H",10,95,1,"N"
"741d8b58-24ef-4813-9f52-5ff7189e7436",45,"H","F",13059,32648,"Y","M",3,"C","M","THR","M","HSB","Y",751,10,39,"H",10,32,1,"N"
"1752cbdf-d875-48c7-ac0f-bbdca1702136",58,"D","F",15840,28512,"N","M",7,"P","P","CON","H","HPL","N",3643,2,9,"L",10,73,1,"N"
"f1d7f074-7b1e-4fb0-9356-53964cef553a",22,"M","M",5510,11020,"Y","O",8,"C","M","HOS","L","BTS","N",551,26,11,"H",10,51,1,"N"
"a1b794a5-a8a1-48b6-bd1a-f677c3125b20",52,"B","F",14663,36658,"Y","S",5,"P","P","TNT","M","IOOF","N",0,17,18,"H",0,7,0,"N"
"d63fd4de-1208-4ecb-82fa-54d69bd39c79",43,"M","M",19813,19813,"Y","S",1,"P","M","EGW","H","PIB","Y",3963,25,15,"L",10,93,1,"Y"
"6ccfbd30-e6a9-4c5c-a057-3bf1cdeca273",22,"M","M",5030,5030,"N","O",4,"P","P","HAC","L","FLY","N",552,23,6,"H",10,19,1,"N"
"8434784f-fe0b-4f30-90ec-e456712ed7db",38,"D","M",6619,13238,"N","M",0,"P","P","THR","L","BSA","N",533,14,12,"H",10,39,1,"N"
"ad6f56e0-c145-4088-992e-bede7eb9f425",36,"M","F",8264,20660,"N","M",7,"P","S","THR","L","CUA","N",950,17,38,"M",10,34,1,"N"
"124dd4b3-9478-4c1f-84fb-b8e53454cf33",28,"P","M",5007,5007,"N","S",1,"C","P","AFF","L","MTP","N",250,9,46,"H",10,56,1,"N"
"abcdfdc5-3957-435a-9920-f42155803956",50,"B","F",10177,25443,"Y","M",8,"P","P","WHT","M","BOM","Y",2340,3,23,"L",10,58,1,"Y"
"7bb0e4c0-8c72-4676-a9bd-e253d96380a0",58,"B","M",14722,36805,"Y","M",0,"C","M","IMT","M","HSB","Y",4740,4,55,"L",10,29,1,"Y"
"605fef07-b165-4470-99ae-ced973e9c6c5",48,"D","M",10873,10873,"Y","S",1,"P","S","EDU","M","RAMS","Y",2175,30,54,"L",10,36,1,"Y"
"144cbb79-6374-4432-8370-7e9fc2b8187e",54,"P","M",13070,23526,"N","S",7,"C","S","AFF","M","HAS","N",0,22,35,"H",0,18,0,"N"
"bd3d1b52-9703-4d43-a9ed-2334a3f63878",40,"H","M",12106,12106,"Y","O",3,"C","P","HOS","M","ING","Y",1211,6,58,"M",10,39,1,"N"
"585e03be-1283-42a4-a6e6-a5059425a5b6",48,"B","F",11036,11036,"Y","S",1,"C","S","TNT","M","RAMS","Y",0,12,37,"H",0,39,0,"N"
"ff05768a-6508-4b6c-8c30-4b1e0ae1b3ac",40,"H","F",12416,12416,"N","O",7,"C","P","THR","M","UBS","Y",1242,12,50,"M",10,93,1,"N"
"71f99e92-7268-4e47-a331-b38fdbe1782d",42,"D","M",15931,15931,"Y","O",6,"C","P","WHT","H","AMPB","Y",797,14,22,"H",10,95,1,"N"
"bb17fe8b-3bb7-4429-ad5e-0496baaeb3be",29,"B","M",4761,4761,"N","O",8,"P","M","FSS","M","BBL","N",476,8,30,"H",10,52,1,"N"
"87a878ee-6955-40dd-aeb5-b5080e64b96d",20,"B","F",4610,4610,"N","S",1,"P","S","FSS","L","CBA","Y",231,17,50,"H",10,42,1,"N"
"4b0e6ed1-a2c9-4634-b989-a15f7a5aac3a",37,"H","M",6701,6701,"N","S",1,"C","M","AFF","L","WST","N",335,21,3,"H",10,82,1,"N"
"b85e44ef-4a9a-4a03-974f-f79446fe0fd0",37,"P","M",6224,6224,"N","S",1,"C","M","MAN","H","IOOF","N",622,4,25,"H",10,20,1,"N"
"728d7a29-0cda-4119-adf4-cc646623df7e",45,"P","F",15863,15863,"Y","S",1,"C","S","CON","H","BTS","Y",793,29,12,"H",10,46,1,"N"
"c7280ac8-8d3d-4991-879e-4cdea1ed8fe2",28,"H","M",5535,5535,"N","O",6,"C","S","EDU","L","BWA","N",554,15,24,"H",10,19,1,"N"
"93a2e17c-6909-4eef-8bab-9db6a80f3a70",24,"B","F",4444,8888,"N","M",5,"P","P","TNT","L","WST","Y",511,25,36,"H",10,35,1,"N"
"f1679ea9-29f2-4c98-ba9d-1d57ca47280b",22,"M","F",4657,9314,"Y","M",7,"P","M","THR","L","ING","N",536,19,37,"H",10,61,1,"N"
"f4df8bfe-d292-40bc-a288-532530a3c85e",20,"B","F",4561,4561,"Y","S",1,"P","P","FSS","L","PIB","N",456,18,46,"H",10,95,1,"N"
"2669929a-6baf-4df5-b9cc-9d3e051cfe9a",60,"M","F",9985,9985,"Y","S",1,"C","M","THR","M","VFL","Y",1997,11,37,"H",10,88,1,"N"
"6a26d163-2e59-4b2d-be0c-98833a31facb",58,"D","M",12869,12869,"Y","O",1,"P","M","RET","M","BTS","Y",2574,25,31,"L",10,83,1,"Y"
"267d0cdb-50eb-43ab-b430-ec0e95334982",51,"D","M",8872,8872,"Y","O",4,"C","P","WHT","M","FLY","N",1774,4,13,"H",10,31,1,"N"
"95f95bc7-75de-4377-85aa-7964b2137284",40,"M","F",12426,31065,"Y","M",1,"P","S","EGW","M","STG","Y",714,23,54,"H",10,51,1,"N"
"de778d75-efbf-44b5-a4a4-d7e503e1b3fd",39,"H","M",7494,18735,"Y","O",4,"C","M","CON","L","AMPS","N",749,13,45,"H",30,86,1,"N"
"8ce7d6bc-ac6c-4ed8-9632-b6fe878f6151",48,"B","M",17473,17473,"Y","S",1,"P","M","FSS","H","BTS","N",3495,3,3,"L",10,94,1,"Y"
"8b722b24-867a-41fb-8ff0-b19d264daf66",47,"M","M",11954,29885,"Y","M",6,"P","S","FSS","M","VFL","Y",3850,11,60,"L",10,37,1,"Y"
"041689d0-64e6-4743-819b-1eacccc383b8",48,"D","F",9902,21784,"N","O",6,"C","S","RET","M","HAS","N",1980,15,10,"M",10,52,1,"N"
"4be0ba03-b705-41e9-bd5e-bb4cd9874f06",46,"H","F",10811,19460,"Y","M",3,"P","M","FSS","M","CBU","Y",2486,23,38,"M",10,5,1,"Y"
"ec649bf3-77b1-410a-a009-c2b9d25e00d5",57,"P","M",14695,14695,"Y","S",1,"P","M","CON","M","BWA","Y",2939,6,46,"L",10,63,1,"Y"
