"C_ID","C_TotalVoluntarySuperContribution","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_SalarySacrifice","C_FinancialLiteracy","C_PersonalFinancialAdvice","App_SatisfactionRating","App_Tenure","App_AverageDailySessionTime","App_ShowTutorial"
"8226e8ab-5a5e-48bc-beaa-7cf7f5a94d9d",2707,52,"D","M",13536,"Y","S",1,"P","N","H","Y","H",25,39,"Y"
"c47003e8-f4de-479b-b993-a9f3c16884ec",282,23,"M","M",3833,"N","S",1,"C","Y","L","N","H",21,40,"N"
"afcca196-fc76-4a0f-9717-7d2348defc81",1936,43,"P","F",9681,"Y","M",2,"P","N","H","Y","H",15,25,"Y"
"ebc401f0-6255-4528-bd51-46fff51579af",1644,47,"M","M",8220,"Y","O",8,"P","N","M","Y","H",4,37,"Y"
"de3c85ec-70d3-4ff7-b6cf-8fc85ec047da",2484,57,"B","F",12420,"N","O",6,"P","Y","M","Y","H",18,22,"Y"
"023b2963-56a3-4746-b67d-90ef6c5a472c",530,40,"M","F",8269,"N","O",3,"C","N","M","N","L",14,13,"N"
"b41d850f-9761-4d77-bea3-c6dc17726b00",622,33,"H","M",4720,"N","S",1,"C","Y","L","N","H",14,33,"N"
"71dbbc4c-8ee6-4fee-a7b0-68f4942039cb",3180,46,"B","M",15900,"Y","S",1,"C","Y","H","Y","H",5,18,"Y"
"c85c5bfa-2bfe-4c6f-8e81-a76c5ac87f85",3199,58,"D","M",15996,"Y","M",3,"P","Y","H","Y","H",19,49,"Y"
"d193a972-fb4d-4ecb-852c-80c1a1789bbe",882,33,"H","F",6697,"N","S",1,"C","N","L","N","L",27,42,"N"
"b0649744-d9b7-46e3-800a-00ca0f2d5ff6",929,35,"P","F",7172,"N","S",1,"P","Y","L","Y","L",16,16,"N"
"25e31c4f-c2b3-4739-b437-a801aaaecb17",896,50,"D","M",4478,"N","M",8,"P","N","H","Y","H",21,45,"N"
"535fb887-dc09-474d-9d8f-0d81ff41319e",225,26,"H","M",3179,"N","S",1,"C","N","L","N","L",21,51,"N"
"3e2d0d48-ca72-4bdc-9f31-238311d13bad",55,33,"H","F",5989,"N","S",1,"C","N","L","N","L",27,38,"N"
"0ec9c65e-de6b-494b-b05c-af01cf3a0003",321,40,"D","M",4462,"Y","O",5,"C","N","L","Y","L",5,42,"N"
"af33750e-fdc0-4002-966c-63b32c0b7c57",636,39,"D","F",5056,"N","O",7,"P","Y","L","N","H",5,29,"N"
"b1701f05-aba6-4ca8-bd5f-2f05868d5eaf",91,28,"D","M",3276,"N","S",6,"C","N","L","N","H",14,11,"N"
"af73a3a9-c406-4b96-b47b-5f863132c9e1",2594,56,"P","F",12969,"Y","M",7,"C","Y","H","Y","L",12,0,"Y"
"e710f389-ac1b-4ccf-b23b-9cacae5575fc",2647,53,"H","M",13237,"Y","O",6,"P","Y","H","Y","L",9,55,"Y"
"032fe6e7-f9b7-4e08-8b8b-a50237a2b960",50,49,"H","F",4811,"Y","S",7,"C","N","H","N","L",4,8,"N"
"4fb56cb1-0eda-423f-8361-d1fb53e5d5ed",1803,59,"H","M",9013,"Y","S",1,"P","Y","H","Y","H",11,27,"Y"
"04085412-49f5-4200-8efc-04b6f06e9228",1139,43,"H","M",5693,"N","S",1,"P","N","M","N","H",2,32,"N"
"bcbf631a-679f-4fb9-8dc5-09d1ba095b21",325,24,"P","M",4484,"N","S",1,"P","Y","M","N","L",3,49,"N"
"151cc65f-f215-47f2-937f-f38f722fefc6",503,24,"M","M",7806,"Y","M",7,"C","N","M","N","L",9,33,"N"
"0ef36655-92b5-408e-9719-c617e65242dc",657,39,"B","M",4287,"Y","O",5,"C","N","L","Y","L",14,44,"N"
"05951b58-c956-4418-8233-b420348d59ec",43,20,"D","M",4932,"Y","O",8,"C","N","M","N","L",7,52,"N"
"8afb16eb-1bbf-4f7f-a0c6-cc4c7e772dc7",576,37,"D","M",5606,"N","M",0,"P","N","L","N","L",25,38,"N"
"99be5b0a-bff2-4a97-b076-c87309b2bfe3",243,22,"H","F",3255,"N","S",1,"P","Y","L","N","L",27,49,"N"
"f99e0706-ac89-43bf-b17e-c8c892604ae1",2551,47,"M","F",12754,"N","M",2,"P","Y","H","Y","L",22,58,"Y"
"3b772f90-bd08-40a7-921b-0df15b2b29cb",18,25,"D","M",3958,"N","S",1,"P","N","L","N","L",29,7,"N"
"557c1dc2-1137-4044-919d-7fc34cfc7b17",54,47,"M","F",13215,"Y","S",6,"C","N","L","N","L",27,16,"N"
"e3118104-660c-4b71-b620-74fa83a86b82",1645,44,"M","M",8226,"N","O",4,"P","Y","M","Y","H",9,24,"Y"
"29b0590a-8adf-4565-b616-ad4b43f94958",171,20,"B","F",3860,"Y","S",8,"C","N","L","N","L",3,42,"N"
"ae2edd4f-2559-4d44-8189-e22b5080a378",846,30,"D","M",6251,"N","S",1,"P","N","L","N","H",24,27,"N"
"95573f35-2005-4471-8123-2a35f9ef5127",2818,52,"M","F",16121,"Y","S",1,"C","Y","H","N","H",22,36,"Y"
"1e81c981-5d32-4895-aa70-a9c281667148",1151,51,"B","M",5755,"Y","O",2,"P","N","M","N","L",12,0,"N"
"aca085a4-5c25-48a4-8336-6cfcf2faf08b",3105,51,"B","F",15524,"Y","M",3,"P","Y","H","Y","L",14,53,"Y"
"35f2231b-5ae8-4561-9066-96d9187766dc",466,37,"B","M",7309,"N","S",1,"C","Y","L","N","L",15,23,"N"
"52514fd0-49c3-43db-821e-8f2e5465c23a",451,33,"B","F",5951,"N","S",7,"P","N","L","N","L",9,42,"N"
"c3476198-74e2-4d46-99a4-dfe044ba2af1",1807,53,"D","F",9033,"Y","O",8,"C","Y","H","Y","H",8,59,"Y"
"13896f88-1d94-457d-abe6-8211159c63cf",328,22,"P","F",5352,"Y","O",1,"C","N","L","Y","L",26,6,"N"
"b2f14fb2-693c-4391-bea6-50e6ab8b834c",3092,53,"P","F",15462,"Y","S",1,"C","Y","H","Y","L",27,12,"Y"
"2647e266-f687-42ee-b056-be72cd34ef87",1256,51,"H","M",6280,"N","M",1,"P","N","H","N","H",28,29,"N"
"f5fa8131-88ad-40f2-ab2b-069a795412a7",1682,46,"B","F",8408,"Y","M",3,"P","Y","M","Y","H",19,10,"Y"
"92c79d29-7423-49cb-87f7-3cd74f47db55",631,30,"B","M",5791,"N","M",0,"P","Y","L","N","L",21,21,"N"
"2cec6ca9-40db-4a34-beef-7b4dac32f5eb",889,41,"D","F",14343,"N","O",8,"C","N","L","N","L",16,34,"N"
"6a44a1a2-bdf0-41ad-91e8-d3ff513e3150",2383,48,"H","M",11917,"Y","S",1,"C","Y","H","Y","H",7,23,"Y"
"8e9a8da4-a08f-4bbe-9e4c-b4adc4c1e4d3",3309,47,"B","M",16544,"Y","M",1,"P","Y","H","Y","H",9,47,"Y"
"f5231957-b70b-425c-a535-7f69a8b6c24f",542,29,"B","M",2712,"N","M",8,"C","Y","L","N","L",16,26,"N"
"d89b6f7f-13cd-4192-99f7-f60328721cb0",686,39,"P","F",5455,"N","S",1,"C","N","L","N","L",8,56,"N"
"838a305a-4e1a-4bc4-b630-bca465880f90",869,45,"B","M",8926,"Y","M",2,"C","N","L","N","L",3,60,"N"
"c13e202f-8b48-452f-8095-e9edcd0a1768",2663,41,"B","F",13314,"Y","M",5,"C","Y","H","Y","L",2,5,"Y"
"a3eb581b-a888-45cf-abed-0f20fa1b3507",1845,50,"B","F",9223,"Y","O",8,"P","Y","H","N","L",13,6,"Y"
"69dbc55b-6251-4cc2-bf4b-5d175f6ebf99",2950,60,"P","M",14752,"Y","M",8,"P","Y","H","Y","H",6,30,"Y"
"0f304c33-577f-4ee3-956c-829ddfe702a1",115,21,"B","M",4765,"Y","S",1,"C","N","L","N","L",13,43,"N"
"afdf1d30-b325-4c5f-b294-b9ccacf83fa2",728,31,"P","M",5429,"N","S",1,"P","N","L","N","H",19,51,"N"
"144cbb79-6374-4432-8370-7e9fc2b8187e",52,54,"P","M",6711,"Y","S",7,"C","N","L","N","L",22,35,"N"
"2872e685-18cb-470c-b198-ceac256f801e",476,40,"B","M",7629,"Y","S",1,"C","N","L","N","L",28,35,"N"
"93737f4c-ce16-49c7-aa21-3de3923f5597",21,21,"B","M",3382,"N","S",7,"C","N","L","N","L",18,36,"N"
"8a743729-f97f-4c60-b873-16328adb8ea7",269,24,"B","M",4610,"N","M",3,"C","Y","L","N","L",28,50,"N"
"55742c75-06cc-4733-a199-4e63a77a69dc",56,26,"B","F",3303,"N","S",1,"P","N","L","N","L",9,49,"N"
"bdf5aaef-c21b-4cef-98ee-155edacfc7e3",925,35,"M","M",7141,"N","S",1,"C","Y","M","Y","H",20,8,"N"
"b66e11f2-d823-491a-b02d-2a2993dc3257",958,35,"P","M",7394,"N","O",2,"C","Y","L","Y","L",8,24,"N"
"631819cb-9d9d-4ba7-8c7e-f0b18f727bf2",716,43,"D","M",11698,"Y","S",1,"C","N","L","N","L",6,39,"N"
"8bd16ef7-13a2-41d5-951f-8b7844a1ef0c",2316,48,"D","M",11581,"Y","S",1,"P","Y","H","Y","H",23,59,"Y"
"f7f6eb01-1dcf-41da-81ab-b45854e80096",832,39,"H","F",5822,"N","O",5,"C","Y","M","N","H",18,21,"N"
"4ce49c7c-e6ca-4ed3-aa59-0bb2ce17f7f5",3235,47,"H","M",16173,"Y","M",4,"C","Y","H","Y","H",2,20,"Y"
"e9965333-a36e-4c70-a4ff-d584edcfa070",167,24,"P","M",1667,"N","O",3,"C","Y","L","N","L",18,15,"N"
"233ddbd9-8d3f-41d3-8aae-782c1e396b63",97,50,"D","M",5737,"Y","S",1,"C","N","L","N","L",19,48,"N"
"70471121-b852-46d9-a8e1-a0083c141c9f",127,22,"D","F",2950,"N","S",5,"P","Y","L","N","L",28,37,"N"
"39af3f64-617c-4160-ab5c-99bc8a4965c3",2727,49,"H","M",13634,"Y","O",3,"C","N","H","Y","H",23,8,"Y"
"22249983-2369-4409-9542-00b30a59ade6",1019,59,"P","F",5094,"Y","M",1,"P","N","M","N","L",24,6,"N"
"ecb7cb2e-ed24-47a2-a6a1-34d1504ddc23",2435,48,"P","F",12176,"N","S",1,"P","N","M","Y","H",25,33,"Y"
"547fe837-e50a-4efe-acec-bc042a06bbe5",76,44,"M","F",10852,"Y","S",1,"C","N","L","N","L",27,23,"N"
"3ec5d52d-8607-400f-abe7-ae24a403dfdd",3192,50,"B","M",15960,"Y","O",7,"C","N","H","Y","H",16,54,"Y"
"3c626cbd-a280-48c5-8678-c722885af654",3028,55,"B","O",15140,"Y","S",1,"P","N","H","Y","H",9,10,"Y"
"cab4488d-b52f-425c-9c53-582000bcbbb0",525,29,"D","M",3839,"N","O",0,"C","Y","L","N","L",7,55,"N"
"bc7b19ed-4b07-4c60-a67d-4cb73aee6874",2218,49,"M","M",11091,"Y","M",0,"C","N","M","Y","H",10,0,"Y"
"ecb61401-326a-4655-9d7f-75aee7d61d36",172,24,"M","F",1718,"Y","S",1,"C","Y","L","N","L",28,19,"N"
"2534f276-f2ca-4cf7-8d27-cdbc4a6a80f4",407,35,"D","F",5779,"Y","S",3,"C","N","L","N","L",26,8,"N"
"456e31c3-1c94-4aef-a66a-e9260e0fea5e",236,24,"B","M",4047,"N","S",3,"P","Y","L","N","L",15,52,"N"
"2a0eb317-acde-4be4-bc9e-ad0b0a5ceb89",140,23,"B","M",3818,"N","S",1,"C","N","L","N","L",14,43,"N"
"79b2c472-4bb9-4ea3-b4a7-e07c31deb359",285,29,"H","F",3624,"N","S",4,"C","Y","L","N","L",23,32,"N"
"5a1115f6-defd-4351-88cd-b823f21fc1eb",127,20,"P","F",2873,"N","S",1,"C","N","L","N","L",23,59,"N"
"034e3ee4-7063-40c6-86af-4f8b1c2fa99a",566,30,"H","F",5208,"Y","M",5,"C","N","M","Y","L",21,27,"Y"
"1c7386ee-551f-45e0-a4c4-2fe11c923ffb",124,20,"H","F",3368,"Y","S",8,"C","N","L","Y","L",16,58,"N"
"7b05122b-41ad-4a19-9bc6-c182bfab3b15",2309,56,"P","F",11544,"Y","O",6,"C","Y","H","Y","H",24,53,"Y"
"e71d3689-5486-4dde-a2bb-6d17d621aafb",714,31,"H","F",3835,"Y","S",1,"C","N","L","N","H",22,47,"N"
"37f5a9fc-0dee-4d0d-ba02-bed0db40e765",2814,46,"D","F",14071,"Y","O",0,"C","N","H","Y","H",9,52,"Y"
"0ee83192-c47b-4eef-99c6-f33a27daed93",300,26,"D","F",5503,"Y","O",1,"C","N","L","N","L",14,45,"N"
"b9bcb505-4bfc-47d5-b8e9-187e56027583",3084,50,"M","M",15421,"Y","S",1,"P","Y","L","Y","L",14,28,"Y"
"585b4103-cb68-42d6-97b2-9f1744b14037",928,44,"P","F",15250,"Y","S",1,"C","N","L","N","L",28,13,"N"
"78a6f887-5fef-4499-9752-b24e02dd5cfb",2665,50,"H","M",13323,"Y","S",1,"C","Y","H","Y","H",28,2,"Y"
"5fbaef49-4b4d-49fd-a46d-9699628fac7b",149,22,"M","F",3998,"N","S",1,"P","N","L","N","L",3,7,"N"
"418e3207-ce2a-4086-bd1e-55498f8f87fd",405,31,"P","M",6036,"N","O",4,"C","Y","L","N","L",11,36,"N"
"388a003c-2751-4472-8699-da00de572b26",310,37,"M","M",4859,"N","S",1,"P","Y","L","N","L",19,58,"N"
"ea71b5d6-68bd-4bf7-93d9-b06e6ab35f7c",84,33,"B","F",5652,"Y","S",1,"C","N","M","Y","L",10,40,"N"
"c1237da7-bd9a-478f-9b3a-7b053c8884b6",2523,41,"M","F",12614,"Y","O",3,"P","N","H","Y","H",12,1,"Y"
"fefb47aa-b653-4d34-891a-aff58b05ef82",268,26,"D","F",1339,"N","S",1,"C","Y","L","N","L",17,51,"N"
"b470fc1d-fe6b-4dcc-a763-f1e6c0367754",2375,55,"H","M",11874,"Y","S",1,"C","Y","H","Y","L",30,43,"Y"
"7322ee0d-a23c-45ac-b5c0-8629f41d5c79",330,27,"P","F",4107,"N","S",7,"P","N","L","N","L",22,45,"N"
"cc411ca3-8268-4960-9dc2-1f9cffd8f345",3212,41,"M","M",16058,"Y","S",1,"P","Y","H","Y","H",2,7,"Y"
"8f57241c-089d-4fc8-8657-d1b97c2e5098",414,38,"D","M",6540,"N","O",0,"P","Y","L","N","L",20,23,"N"
"cfd22ecc-66dc-4825-888f-e73c8ec78888",3004,51,"P","F",15022,"Y","S",1,"P","Y","H","Y","H",15,35,"Y"
"f5bb9494-5430-4968-89d7-58d8bc5ae6c3",1700,53,"B","M",8502,"N","M",3,"P","N","M","Y","H",12,3,"Y"
"560b0928-073c-4b51-a02c-6a9cdfd8878d",79,60,"D","F",16870,"Y","S",1,"C","N","L","N","L",16,40,"N"
"7082d805-e6a8-43e4-ba79-53f73bd7033b",2341,53,"M","M",11704,"Y","O",0,"C","Y","H","Y","H",5,28,"Y"
"fc5cffba-9c2f-47bd-b170-2fc333f50e46",54,38,"D","M",4573,"N","S",8,"C","N","M","N","H",15,31,"N"
"b61fc6b7-790a-4733-8483-32d7360a3a77",556,29,"M","M",4063,"N","O",3,"P","Y","L","N","L",22,28,"N"
"c9bc0456-c69f-4967-b349-89c3ab6150af",2818,51,"H","M",14092,"Y","O",6,"P","Y","M","Y","L",15,47,"Y"
"4d5697ea-18d3-4990-bfbe-86a3cf834d68",119,23,"H","F",3247,"N","S",1,"P","N","L","N","L",29,7,"N"
"dc023e02-a527-4597-b6e3-cea3869966bb",65,51,"M","M",10618,"N","O",8,"C","N","M","Y","H",20,43,"N"
"a9bc1b2e-9f34-4d81-86b6-bf1fef4cc6d8",2307,51,"B","F",11536,"Y","O",6,"C","Y","H","Y","H",5,57,"Y"
"c6f20ee4-817d-44ce-a2c7-d152d8bc3be0",2628,41,"H","F",13139,"Y","O",7,"P","Y","M","Y","L",16,45,"Y"
"bccf0eb4-f469-4998-af04-5f53b5efc959",1767,41,"H","F",8837,"Y","M",7,"P","N","H","Y","H",13,29,"Y"
"238ea5eb-6042-42ef-a256-ea12dd10dd0c",1124,48,"D","F",5618,"Y","O",7,"P","N","M","N","L",3,31,"N"
"2b97fbf6-62ae-4158-aa08-e51878f11563",416,30,"B","F",6143,"N","O",2,"C","N","L","N","L",14,45,"N"
"e54ed407-60ec-43fd-a07f-65a745900861",793,35,"P","F",4580,"N","S",1,"C","Y","L","N","H",3,39,"N"
"8352c458-9f76-4aac-98d7-6f243a70703f",621,40,"B","M",9954,"Y","S",1,"C","Y","L","N","L",10,2,"N"
"b89c9f4b-c3c6-4286-b17c-cd6d4c734cc8",295,21,"H","F",3896,"N","O",3,"P","Y","L","N","L",9,45,"N"
"bfd65485-e6df-41a0-824e-6ad13bd8f9ee",33,43,"D","M",14040,"Y","S",0,"P","N","H","Y","H",20,44,"N"
"e385df1a-c58a-41ef-bfe8-1a22fd11c487",2385,58,"P","M",11926,"Y","O",4,"P","Y","M","Y","H",19,30,"Y"
"7d035f18-a84f-4305-a301-0a01f134678b",203,28,"M","F",2933,"N","S",1,"P","Y","L","N","L",11,19,"N"
"4d0e67ac-c284-4df5-92bb-d2be5a7c0527",745,31,"D","M",6908,"N","M",8,"C","N","L","N","L",25,8,"N"
"38382ab3-6e82-42bf-be99-287764c211e5",224,24,"B","M",3842,"N","S",1,"P","Y","L","N","L",7,0,"N"
"428da441-43bd-4049-b5a9-1c0e01f1ef7f",2834,58,"P","M",14172,"Y","S",1,"P","N","H","Y","H",8,57,"Y"
"c40c34d0-7481-40e9-96ba-8584b7a87b53",43,33,"P","M",5787,"N","O",0,"P","N","L","N","H",19,53,"N"
"cd26c2b5-1917-4fc9-8832-3ac27fd4d5dc",965,36,"M","F",6526,"N","M",3,"C","Y","L","N","L",30,50,"N"
"13db6fb7-84d8-407a-b325-eeeb7c47b282",82,35,"M","F",10222,"Y","S",5,"C","N","L","Y","L",14,43,"N"
"4b780c6a-4551-4e4a-811d-e9f986951373",239,26,"H","F",3387,"N","S",1,"C","N","L","N","L",9,9,"N"
"85323b5f-f4b5-4891-8497-a3e94f777cc0",333,31,"P","F",4971,"N","S",1,"C","Y","L","N","L",5,35,"N"
"f95b5141-b481-4588-b689-e82e22dc684b",559,30,"P","M",2793,"N","O",4,"C","Y","M","N","H",3,58,"N"
"7d456dce-9f98-4b6c-a1d9-821a5a3f1a84",746,26,"B","F",4229,"N","M",2,"P","Y","L","N","L",27,4,"N"
"5358418b-a99a-483d-91b2-7c8c9f9c0c12",205,28,"M","M",2973,"N","S",1,"P","N","L","N","L",15,16,"N"
"59aa68db-3a8e-4988-a222-279b83bee4ce",853,45,"M","M",14099,"Y","S",1,"P","N","L","N","L",29,18,"N"
"cebe2c25-e77c-4abc-8a81-145dfbbfc3ee",1974,47,"M","F",9872,"Y","S",1,"P","Y","M","Y","H",29,47,"Y"
"9e47f503-97ec-431c-91e0-72423f34d824",204,20,"H","M",2651,"N","S",1,"P","Y","L","N","L",20,39,"N"
"da0f567b-a8b8-429c-9413-fbc0089213cc",679,36,"B","F",5282,"N","S",1,"C","N","L","N","L",24,42,"N"
"a857462e-93f6-4e76-9056-82fad526758d",27,25,"H","F",3888,"N","O",1,"P","N","L","N","L",16,8,"N"
"a50af1ec-abab-4ea5-935a-9ba211f23193",1051,35,"B","F",7054,"N","M",3,"C","Y","M","N","H",4,7,"N"
"ab47837d-4663-47be-bcd6-eb9df75db295",2916,41,"B","F",14580,"Y","S",1,"P","Y","H","Y","L",25,54,"Y"
"9e2b8c8a-5565-4adb-93bd-c4f6a2a4bc1d",41,37,"B","F",5660,"N","S",1,"P","N","L","N","L",21,18,"N"
"b52fb338-0916-41ed-bd95-f613d51c604e",1263,38,"H","M",6315,"N","M",3,"P","Y","M","N","L",18,35,"N"
"88b2f182-ce59-4d73-aaea-c8b31e0b1e80",867,42,"P","M",14081,"Y","S",1,"P","Y","L","N","L",11,41,"N"
"24b6d531-c4ab-4030-8c7c-9b1958b24072",561,35,"H","F",4238,"Y","M",8,"C","N","L","N","L",7,4,"N"
"8d7ca76a-18f2-4ac3-a441-827b298caf18",1050,44,"B","M",10707,"Y","M",8,"P","Y","M","N","L",12,44,"N"
"4b780980-d984-453e-91cc-74661b54c5e5",430,30,"B","M",6355,"N","O",0,"C","N","L","N","L",19,24,"N"
"5cf0fb13-c687-4814-82d1-7c961c4fe8ba",678,45,"M","M",11216,"Y","S",1,"P","N","L","N","L",11,55,"N"
"186e74f8-4bde-41e2-8c42-8edbbd5d90ac",2251,60,"M","M",11254,"N","S",1,"P","Y","H","Y","H",17,16,"N"
"cbe6cc7a-f6e0-4713-8ee7-d95cd016ca8e",2353,48,"B","F",11763,"Y","S",1,"P","N","M","Y","H",13,43,"Y"
"745d3338-9dd6-4869-aa24-2f5aec275cbd",89,53,"M","M",9419,"Y","O",1,"P","N","L","N","L",5,54,"N"
"652799d1-6eea-4927-afad-0ac928f5c9b1",419,33,"M","F",6363,"N","S",1,"C","N","L","N","L",8,19,"N"
"941a0953-fa96-405a-a8db-cff7eb9b803b",2273,44,"M","F",12449,"Y","S",1,"P","Y","H","N","H",11,52,"Y"
"5b069ba9-2035-42c1-b220-4d6e5c3944f3",841,43,"B","F",13729,"Y","O",1,"C","N","L","N","L",13,24,"N"
"88479f62-b109-49c2-b28d-28cb943e3543",87,40,"M","M",10888,"Y","S",1,"P","N","L","N","L",18,49,"N"
"97afbf98-af2e-461c-803e-520d7676eec4",67,54,"B","F",13095,"Y","O",6,"C","N","L","N","L",3,48,"N"
"d021b748-7a23-44b2-82c3-c7480e9d7812",285,23,"D","M",3882,"N","O",1,"C","N","L","N","L",8,48,"N"
"ebb5346d-03e6-4a30-90ed-7d00bf1f0597",529,29,"M","M",2645,"Y","S",1,"C","Y","L","N","L",18,56,"N"
"904761a0-cc14-405a-872e-dcc50d922821",17,24,"D","M",2768,"N","O",3,"P","N","L","N","L",18,29,"N"
"f64f1feb-74a4-432c-a6e6-1e93a056878e",674,26,"M","M",3441,"Y","M",6,"C","N","L","N","H",13,44,"N"
"ceaf9838-5950-4536-b3b6-09bb7b91975e",292,24,"B","M",4023,"N","O",2,"C","Y","L","N","L",7,50,"N"
"1c2fe3af-ed57-472c-bcde-4809bda98e5f",331,39,"D","F",4312,"Y","O",7,"C","N","L","N","L",15,54,"N"
"f06d622a-4b24-464d-9c1a-a4da33119866",1999,57,"B","M",9997,"N","O",6,"P","Y","M","Y","H",20,16,"Y"
"7aed1960-9482-4933-932d-f3f3a2358371",1074,43,"H","F",15259,"Y","M",8,"C","Y","M","N","L",23,10,"N"
"7f647e06-0bac-4a27-8804-7843a3d04e4d",29,24,"B","M",5288,"N","S",1,"C","N","L","N","L",22,58,"N"
"ac270c7d-187f-46c0-8b79-e5d314f65b4f",528,24,"B","F",6330,"N","M",5,"P","Y","M","N","L",2,32,"N"
"f9232348-60b2-4c36-a53e-71f247f33026",2194,45,"H","F",10972,"N","M",2,"P","Y","M","Y","L",11,22,"Y"
"8a685f82-b6ef-4f16-8ad8-252ca535fb72",1885,56,"M","F",9424,"Y","O",4,"P","Y","H","Y","H",30,22,"Y"
"db5089b8-67be-4198-89d1-2fbbc26b22e7",2280,42,"D","M",11402,"Y","O",3,"P","Y","M","Y","H",4,12,"Y"
"ddbd15e1-cb57-47ee-91b2-9bba2a16533a",738,29,"M","M",3690,"Y","M",3,"C","Y","L","N","L",6,40,"N"
"27b950e2-f10e-4645-a17b-8a9843cfd474",1595,54,"H","F",7975,"N","M",6,"P","N","H","N","H",30,55,"N"
"09381d7a-28c3-495a-ab02-0602fd706ec4",477,30,"B","F",3770,"Y","O",5,"C","N","M","N","L",23,12,"N"
"d8509167-cc50-4e15-868a-49867be2d683",2615,60,"H","F",13074,"Y","S",1,"P","N","M","Y","H",16,4,"Y"
"fbe2e37e-f2f0-45f4-a747-35380381206a",769,39,"M","M",3846,"Y","S",1,"C","Y","M","N","L",30,49,"N"
"07550ada-ab4b-4b9f-a40b-07f30bba8271",587,41,"M","F",12073,"Y","O",6,"C","N","L","N","L",5,13,"N"
"8de880fb-068c-43b7-8f51-c0ed384759ef",112,25,"D","M",3121,"N","S",1,"C","Y","L","N","L",25,30,"N"
"a12e9379-b75a-4d47-a189-d47bd8a5866f",2742,47,"B","F",15285,"Y","O",3,"P","Y","H","N","H",5,34,"Y"
"64504e04-838e-4a09-99fa-a281506fa510",402,34,"M","M",6160,"N","O",2,"P","N","L","N","L",7,28,"N"
"6102e4fa-8141-4cd9-af5c-c4fed8df3094",1776,59,"M","M",8882,"Y","S",1,"P","Y","H","N","H",11,11,"Y"
"5779bbf0-0c02-4dac-b545-51c9652d285a",486,33,"B","M",7387,"N","O",3,"C","N","L","N","L",4,25,"N"
"832a5f61-b307-4ce6-8f78-458820a21319",3035,57,"D","M",15173,"Y","M",0,"C","Y","H","Y","H",24,31,"Y"
"35b323d1-7e81-4955-a140-2b73f76bef53",712,40,"H","F",11402,"N","O",2,"C","Y","L","N","L",8,57,"N"
"27e44652-1b3b-4ba9-a082-c0c4714a69a3",81,49,"M","M",8017,"Y","S",5,"C","N","L","N","L",10,45,"N"
"ef1f16de-7a2b-4614-8796-66a8a961d39a",97,47,"D","M",8762,"N","S",0,"C","N","M","Y","H",28,11,"N"
"710c21d2-203f-4ab7-b957-176a769a40e8",238,20,"P","M",3838,"N","S",4,"P","Y","L","N","L",23,43,"N"
"1ec5ef81-434f-4340-afe3-bd57685ce59f",329,43,"H","F",5446,"Y","O",5,"C","N","L","Y","L",13,53,"N"
"e32cfbbd-2828-4cbb-93fe-ec3570d4584b",3007,46,"M","F",15033,"Y","M",2,"P","Y","H","Y","H",29,20,"Y"
"895bbc8a-92f0-403e-a81b-b92d6175d702",2676,52,"M","F",13379,"Y","M",4,"P","Y","H","Y","H",9,0,"Y"
"89a34b7c-de8c-470a-80bc-18ba2fcf165f",2826,48,"M","M",14128,"Y","S",1,"P","N","H","Y","H",8,32,"Y"
"830f525c-7b7c-46e0-9428-a870afbf1cad",837,43,"D","M",13678,"Y","S",1,"C","N","L","N","L",29,48,"N"
"cf0dffc2-bf1f-4293-843f-84df08b55e08",586,27,"M","M",4192,"N","O",6,"C","Y","L","N","L",19,21,"N"
"46d058f1-55c5-4c77-9b2f-ea5063b54774",227,20,"D","M",3663,"N","S",7,"C","N","L","N","L",14,24,"N"
"9ba35af7-d193-4137-a2e8-1bc719c4dcc7",527,40,"B","F",8435,"Y","O",0,"C","Y","L","N","L",25,40,"N"
"b11e575f-584e-4de3-8d49-3bdd9263bbe9",2693,56,"M","F",13463,"Y","O",6,"P","N","H","Y","H",26,48,"Y"
"adddabf2-7b69-4e28-8331-1baae385a968",82,31,"M","F",5530,"N","O",2,"P","N","L","N","L",8,43,"N"
"0b1c2a90-9d61-42d3-81bf-61774e6de353",933,34,"M","F",7662,"Y","M",3,"C","N","H","N","L",2,3,"N"
"4571688a-eacc-4e69-8d82-dafaa0057707",499,36,"M","M",7764,"N","S",1,"C","N","L","N","L",27,25,"N"
"7754adfb-a782-44fc-ad3a-a1eb9f56d510",980,43,"P","F",16005,"Y","S",1,"P","Y","L","N","L",16,47,"N"
"499f136d-b5f0-46c3-9b36-3862aeb57b86",1056,44,"D","M",10777,"Y","M",6,"C","N","M","N","L",20,8,"N"
"f01b102d-ee99-40ae-9428-186c2aa30f8b",2504,52,"M","M",12519,"N","M",5,"P","N","M","Y","H",19,24,"Y"
"fd66ccee-e868-4886-b65d-bc27096e1881",2178,40,"B","F",12770,"N","M",1,"P","Y","H","Y","H",6,18,"Y"
"9c915a3e-7407-44e1-a87e-d716208e834a",2787,44,"B","M",13937,"Y","M",7,"C","N","H","Y","H",8,14,"Y"
"c82d502d-e4dc-4745-8cfc-3eae2bdcc197",32,25,"B","M",3329,"N","S",7,"C","N","L","N","L",30,19,"N"
